Label,Text,Standard text,Desc
Other,"Advanced technical and business knowledge in software development life cycle, quality assurance, and project management.","Advanced technical and business knowledge in software development life cycle, quality assurance, and project management.","Advanced technical and business knowledge in software development life cycle, quality assurance, and project management."
Other,Advanced training delivery,Advanced training delivery,Advanced training delivery
Other,Advice,Advice,Advice
Other,Advocacy for agility,Advocacy for agility,Advocacy for agility
Other,Aesthetics,Aesthetics,Aesthetics
Other,Affirmative action,Affirmative action,Affirmative action
Other,After-hour work,After-hour work,After-hour work
Other,Ambition,Ambition,Ambition
Other,Application security experience,Application security experience,Application security experience
Other,Applications,Applications,Applications
Other,Architectural guidance,Architectural guidance,Architectural guidance
Other,Architectural methodologies,Architectural methodologies,Architectural methodologies
Other,Architecture community,Architecture community,Architecture community
Other,Aspiration,Aspiration,Aspiration
Other,Asset classification models,Asset classification models,Asset classification models
Other,Attendance,Attendance,Attendance
Other,Automation,Automation,Automation
Other,Automation skills,Automation skills,Automation skills
Other,"Experience with AWS, GCP, Microsoft Azure, or other cloud services",AWS,"Experience with AWS, GCP, Microsoft Azure, or other cloud services"
Other,"Experience with AWS, GCP, Microsoft Azure, or other cloud services",Azure,"Experience with AWS, GCP, Microsoft Azure, or other cloud services"
Other,Bachelor's degree,Bachelor's Degree,Bachelor's degree
Other,"Bachelor's degree in Computer Science, Information Technology, Cybersecurity, or related field","Bachelor's degree in Computer Science, Information Technology, Cybersecurity, or related field","Bachelor's degree in Computer Science, Information Technology, Cybersecurity, or related field"
Other,Bachelor's or Master's degree,Bachelor's or Master's degree,Bachelor's or Master's degree
Other,Bachelor's/University degree,Bachelor's/University degree,Bachelor's/University degree
Other,Behavioral Competencies:,Behavioral Competencies:,Behavioral Competencies:
Other,Benefits,Benefits,Benefits
Other,Best practice documentation,Best practice documentation,Best practice documentation
Other,Best practices,Best practices,Best practices
Other,"Big data stack component experience (Hadoop, Spark, Kafka, Nifi)","Big data stack component experience (Hadoop, Spark, Kafka, Nifi)","Big data stack component experience (Hadoop, Spark, Kafka, Nifi)"
Other,Big data technology stack knowledge,Big data technology stack knowledge,Big data technology stack knowledge
Other,Bonus eligibility,Bonus eligibility,Bonus eligibility
Other,Building Inclusivity,Building Inclusivity,"Collaborate with stakeholders from different backgrounds or with different abilities, including diversity dimensions such as race, ethnicity, religion, gender orientation, age, physical and learning ability, education, socio-economic status and political belief, to understand the interests of diverse groups and build an inclusive work environment"
Other,Business alignment,Business alignment,Business alignment
Other,Captures,Captures,Captures
Other,Career development,Career development,Career development
Other,Career growth,Career growth,Career growth
Other,Career opportunities,Career opportunities,Career opportunities
Other,Cell phone support,Cell phone support,Cell phone support
Other,Certificate Management,Certificate Management,Certificate Management
Other,Certification,Certification,Certification
Other,Certification attainment skills,Certification,Certification
Other,Change control,Change control,Change control
Other,Charging-as-a-Service platform,Charging-as-a-Service platform,Charging-as-a-Service platform
Other,Citizenship and immigration compliance.,Citizenship and immigration compliance.,Citizenship and immigration compliance.
Other,ClickHouse experience,ClickHouse experience,ClickHouse experience
Other,Client-facing,Client-facing,Client-facing
Other,"Experience with AWS, GCP, Microsoft Azure, or other cloud services",Cloud computing,"Experience with AWS, GCP, Microsoft Azure, or other cloud services"
Other,Cloud services knowledge (AWS and Azure),Cloud services knowledge (AWS and Azure),Cloud services knowledge (AWS and Azure)
Other,CMS (e.g,CMS (e.g,CMS (e.g
Other,"Collaboration with Product Managers, Program Managers, and stakeholders","Collaboration with Product Managers, Program Managers, and stakeholders","Collaboration with Product Managers, Program Managers, and stakeholders"
Other,Color,Color,Color
Other,Comfortable being oneself at work,Comfortable being oneself at work,Comfortable being oneself at work
Other,Community building,Community building,Community building
Other,Community service,Community service,Community service
Other,Competitive compensation,Competitive compensation,Competitive compensation
Other,Competitive salary,Competitive salary,Competitive salary
Other,Competitive salary package,Competitive salary package,Competitive salary package
Other,Comprehensive benefit plans,Comprehensive benefit plans,Comprehensive benefit plans
Other,Comprehensive benefits knowledge,Comprehensive benefits knowledge,Comprehensive benefits knowledge
Other,Conference participation,Conference participation,Conference participation
Other,Construction and commissioning experience,Construction and commissioning experience,Construction and commissioning experience
Other,Consumer electronics,Consumer electronics,Consumer electronics
Other,Container security,Container security,Container security
Other,Controls,Controls,Controls
Other,Controls health,Controls health,Controls health
Other,Corporate architecture initiatives,Corporate architecture initiatives,Corporate architecture initiatives
Other,Corporate culture,Corporate culture,Corporate culture
Other,Cost management,Cost management,Cost management
Other,Cost reduction,Cost reduction,Cost reduction
Other,COTS evaluation and management,COTS evaluation and management,COTS evaluation and management
